ticket_id,ticket_label,ticket_description,category,priority,status,software,clinic_service,created_at,created_by,updated_by,assigned_to,suggested_category,redundancy_type,master_ticket,final_priority_score
TIC-1135,Clinical trial coordinator locked out of the secure database.,"Hi team, her password expired without any warning emails. She cannot input the daily patient responses for the study.",Access,High,Open,AuditAccess,Car park,2026-03-03 02:30:00,User_049,IT_User_02,IT_User_02,,Similarité Sémantique,TIC-1043,0
TIC-1242,Laboratory centrifuge lid safety latch is physically jammed closed tightly.,"Hi IT, the spin cycle finished but we cannot extract the separated blood samples. Send mechanical help urgently.",Software,High,Open,ReportWipe,Cardiology,2026-03-04 05:15:00,User_014,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-0537,0
TIC-1221,Pharmacist fingerprint rejected by the main automated dispensing safe.,"Hi there, the biometric scanner wiped my profile. I cannot extract the morning schedule of narcotic painkillers.",Software,Medium,In Progress,TimeSync,ER,2026-03-04 00:00:00,User_088,IT_User_01,IT_User_01,,Similarité Sémantique,TIC-1549,0
TIC-0764,Radiology DICOM image router sending files to the wrong destination.,Scans are being routed to the backup storage array instead of the primary diagnostic viewing workstations. Fix the routing.,Network,High,Open,DicomRoute,Radiology,2026-02-27 05:45:00,User_014,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-1570,0
TIC-0734,Unencrypted security camera feed accessible from the public internet.,The parking garage cameras are streaming without any password protection on an open port. Secure the firewall immediately.,Security,Critical,Open,CamStream,Car park,2026-02-26 22:15:00,User_082,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-1580,0
TIC-0596,Telehealth video conferencing portal completely drops the audio feed after five minutes.,"The doctor and patient can see each other, but the sound completely cuts out on every single call. The audio server clearly has a massive timeout bug entirely today.",Bug,High,Open,TeleAudio,Outpatient Clinic,2026-02-25 11:45:00,User_012,IT_User_04,IT_User_04,,Similarité Sémantique,TIC-1545,0
TIC-1383,Maternity infant weight scale calculates negative pounds entirely randomly.,"Greetings, the digital conversion logic is ruined. It records newborns as having negative mass. Patch the firmware immediately.",Support,Medium,Open,ChairSpark,Dialysis,2026-03-05 16:30:00,User_099,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-0898,0
TIC-1389,Pharmacy intravenous antibiotic mixing software calculates incorrect saline dilution.,"Hi there, the application logic is adding entirely too much fluid. The resulting medication would be completely ineffective.",Access,High,Resolved,DadDoor,Maternity,2026-03-05 18:00:00,User_004,IT_User_08,IT_User_08,,Similarité Sémantique,TIC-1169,0
TIC-0632,Inventory scanner transmitting stock levels over unencrypted radio frequencies.,The older warehouse barcode guns are broadcasting our supply data without any encryption protocols active.,Security,Medium,Open,RFScanner,Stock,2026-02-25 20:45:00,User_034,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-0814,0
TIC-1136,Pediatric ward electronic door keypad uses factory default code.,"Good morning, anyone typing one two three four can open the secure ward. Change the security PIN code immediately.",Support,Critical,In Progress,TractMotor,Physiotherapy,2026-03-03 02:45:00,User_019,IT_User_04,IT_User_04,,Similarité Sémantique,TIC-1516,0
TIC-1498,Chemical fume hood digital airflow display screen is shattered.,"Greetings, a tool struck the glass. We cannot visually confirm that toxic formaldehyde is venting safely out outside.",Network,High,Open,eRxDrop,Outpatient Clinic,2026-03-05 22:00:00,User_002,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-0593,0
TIC-0842,Cardiology department echocardiogram server hard drive array completely failed.,We have lost access to all ultrasound videos recorded this week. The redundant storage array is completely offline.,Error,Critical,Open,RAIDFail,Cardiology,2026-02-28 01:15:00,User_014,IT_User_03,IT_User_03,,Doublon Exact,TIC-1105,0
TIC-0819,Pathology voice dictation software completely deletes spoken numerical values.,The application transcribes words perfectly but erases all tumor measurement dimensions automatically. This ruins the final reports.,Software,High,Resolved,PathoVoice,Pathology,2026-02-27 19:30:00,User_051,IT_User_08,IT_User_08,,Similarité Sémantique,TIC-1697,0
TIC-1144,Digital microscope camera lens refuses to focus on slides.,"Greetings, the motorized autofocus is physically jammed. The pathologist cannot capture the necessary images to diagnose the cancer biopsy.",Bug,Medium,Resolved,MixCheck,Pharmacy,2026-03-03 04:45:00,User_031,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-1296,0
TIC-1149,Night shift pharmacist denied access to the narcotic vault.,"Hi team, the biometric scanner does not recognize his fingerprint anymore. He cannot retrieve the emergency pain relief medications.",Security,Critical,Resolved,EmailSpam,Neurology,2026-03-03 06:00:00,User_015,IT_User_08,IT_User_08,,Similarité Sémantique,TIC-1549,0
TIC-1499,Tissue slide scanner application stitches the high resolution images improperly.,"Good morning, the rendering engine misaligns the cellular structures. This ruins the diagnostic capability for the examining pathologists.",Support,Medium,Resolved,TeleCam,Outpatient Clinic,2026-03-05 22:15:00,User_091,IT_User_10,IT_User_10,,Similarité Sémantique,TIC-1298,0
TIC-1500,Chief medical examiner locked out of the digital signatures.,"Dear team, her cryptographic token expired. She cannot legally finalize the urgent biopsy reports for the surgical oncology teams.",Software,High,Open,TextWake,Outpatient Clinic,2026-03-05 22:30:00,User_048,IT_User_06,IT_User_06,,Similarité Sémantique,TIC-1700,0
TIC-1501,Automated appointment reminder system sends SMS texts at midnight.,"Hello IT, the timezone configuration is entirely broken. The software is waking up elderly patients in the night.",Bug,High,Open,ShowerOS,ER,2026-03-06 08:00:00,User_042,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-1801,0
TIC-1475,Supply chain forecasting tool throws an unexpected SQL exception.,"Dear team, the application cannot run the daily inventory calculations because the backend database query syntax is broken.",Security,Critical,Open,ParkEncrypt,Car park,2026-03-05 16:15:00,User_097,IT_User_04,IT_User_04,,Similarité Sémantique,TIC-1067,0
TIC-1478,License plate recognition software confuses letters with numbers completely.,"Greetings, the optical reader thinks O is zero. It denies entry to all our prepaid monthly physician parkers.",Network,Medium,Open,MotionPair,Physiotherapy,2026-03-05 17:00:00,User_081,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-1779,0
TIC-0830,Oncology chemotherapy mixing hood airflow sensors trigger silent alarms.,"The ventilation failed, but the monitoring software only logged the error internally without sounding the external siren.",Bug,Critical,Open,HoodAlarm,Oncology,2026-02-27 22:15:00,User_012,IT_User_10,IT_User_10,,Similarité Sémantique,TIC-0947,0
TIC-0837,Dialysis patient recliner chair electronic controls short circuit completely.,The chair is stuck in a flat position and smells like burning wire. Please unplug and replace it.,Support,Low,Open,ChairControl,Dialysis,2026-02-28 00:00:00,User_076,IT_User_09,IT_User_09,,Similarité Sémantique,TIC-1490,0
TIC-1102,Cardiology treadmill speed controller ignores digital stop commands.,The hardware refuses to halt when the software button is pressed. This mechanical disconnect is highly dangerous.,Bug,High,In Progress,TreadOS,Cardiology,2026-03-02 18:15:00,User_045,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-0802,0
TIC-1103,Oncology radiation therapy console denies access to the oncologist.,The physician cannot initiate the scheduled tumor treatment because her biometric profile was mysteriously wiped today completely.,Software,High,Open,SurgiPlan,Surgery,2026-03-02 18:30:00,User_088,IT_User_01,IT_User_01,,Similarité Sémantique,TIC-0810,0
TIC-1104,Pediatric ward infant security bracelets unlatch without triggering alarms.,The physical clasps are defective on the new batch of tags. Babies could be moved without alerting.,Support,Critical,Open,RoboDispense,Pharmacy,2026-03-02 18:45:00,User_023,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-0811,0
TIC-1493,Epidural infusion pump ignores the maximum programmed dosage limits.,"Greetings, the safety guardrails failed. The software allows lethal flow rates without throwing a hard stop error message.",Bug,Critical,Open,SlideDistort,Pathology,2026-03-05 20:45:00,User_059,IT_User_01,IT_User_01,,Similarité Sémantique,TIC-0987,0
TIC-0554,Pediatric ward playroom smart television is locked out of all applications.,The children cannot watch cartoons because the television interface demands a parental control PIN that nobody in the department actually set. Please factory reset the television operating system remotely.,Access,Low,Resolved,TVLock,Pediatrics,2026-02-25 01:15:00,User_034,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-0953,0
TIC-0532,Admission demographic intake form deletes the emergency contact information upon saving.,"Every time we type in the next of kin, the fields vanish as soon as we click submit. We have no way to contact families during emergencies.",Software,High,In Progress,IntakeForm,Admissions,2026-02-24 19:45:00,User_034,IT_User_03,IT_User_03,Security,Similarité Sémantique,TIC-1436,0
TIC-1247,Stroke assessment mobile app freezes during the motor function test.,"Hi IT, the application locks up when we score patient arm weakness. This delays rapid emergency treatments completely.",Error,Low,In Progress,QueueHex,Admissions,2026-03-04 06:30:00,User_023,IT_User_09,IT_User_09,,Similarité Sémantique,TIC-1154,0
TIC-1254,Chemotherapy compounding hood digital airflow sensor drops all network connections.,"Good morning, we cannot remotely verify if the exhaust is pulling toxic fumes away safely. Fix the switch.",Error,High,Open,ShipCrash,Stock,2026-03-04 08:15:00,User_034,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-0593,0
TIC-1256,Neonatal incubator digital thermostat throws a fatal exception entirely.,"Hello team, the controller crashed and the heating element halted entirely. This is an absolute clinical emergency today.",Software,High,Open,CodeMatch,Physiotherapy,2026-03-04 08:45:00,User_082,IT_User_04,IT_User_04,Security,Similarité Sémantique,TIC-1458,0
TIC-1260,Digital growth chart plots head circumference entirely backward today.,"Dear IT, the rendering engine is reversing the graphical curve. It looks like every child is shrinking rapidly.",Support,Medium,Open,CamFail,Outpatient Clinic,2026-03-04 09:45:00,User_008,IT_User_10,IT_User_10,,Similarité Sémantique,TIC-0553,0
TIC-1237,Bed management interface assigns male patients to female rooms entirely.,"Hi IT, the automated sorting logic is entirely broken. We must manually fix all ward bed allocations today.",Access,Critical,Resolved,PurityLog,Dialysis,2026-03-04 04:00:00,User_076,IT_User_09,IT_User_09,,Similarité Sémantique,TIC-0531,0
TIC-0646,Laboratory centrifuge lid lock mechanism failed entirely.,"The safety latch will not release, trapping twelve critical blood samples inside the spinning chamber.",Error,High,Open,SpinLock,Lab,2026-02-26 00:15:00,User_062,IT_User_04,IT_User_04,,Similarité Sémantique,TIC-0537,0
TIC-0647,Neurology cognitive test software freezing on final question.,"The tablet application locks up right before calculating the patient's dementia score, losing all data.",Software,High,Resolved,CogApp,Neurology,2026-02-26 00:30:00,User_023,IT_User_09,IT_User_09,,Similarité Sémantique,TIC-1554,0
TIC-0648,Oncology chemo mixing hood airflow sensor disconnected from network.,We cannot digitally verify that the ventilation is protecting pharmacists from toxic chemotherapy drug fumes.,Network,Critical,Open,HoodNet,Oncology,2026-02-26 00:45:00,User_042,IT_User_06,IT_User_06,,Similarité Sémantique,TIC-0947,0
TIC-0876,Physiotherapy digital exercise prescription tool vulnerable to SQL injection attacks.,A user can manipulate the database queries directly through the patient search bar on the web portal frontend.,Security,High,In Progress,SQLInject,Physiotherapy,2026-02-28 09:45:00,User_034,IT_User_04,IT_User_04,,Similarité Sémantique,TIC-0979,0
TIC-0848,Laboratory chemistry analyzer network port is physically broken and loose.,"The ethernet cable falls out constantly, interrupting the transmission of critical metabolic blood panels to the patient charts.",Network,Medium,Open,EthJack,Lab,2026-02-28 02:45:00,User_042,IT_User_06,IT_User_06,,Similarité Sémantique,TIC-1513,0
TIC-1502,Telehealth video conferencing portal drops audio after exactly five minutes.,"Hi team, the session continues visually, but the microphone feeds die completely. Check the external routing server settings.",Network,Medium,In Progress,DyeWarm,Cardiology,2026-03-06 08:15:00,User_015,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-1545,0
TIC-1503,Patient portal messaging application routes replies to wrong users.,"Greetings, a doctor answered a private question, but the software sent it to a stranger. This is catastrophic.",Error,Critical,Open,LaserCalc,Surgery,2026-03-06 08:30:00,User_088,IT_User_01,IT_User_01,,Similarité Sémantique,TIC-0498,0
TIC-1504,Waiting room digital queue display television shows a blue screen.,"Good morning, the computer driving the monitor crashed hard. The lobby is chaotic because nobody knows their numbers.",Access,High,Resolved,MixRobot,Pharmacy,2026-03-06 08:45:00,User_023,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-1302,0
TIC-1486,Hemodialysis machine touch screen freezes during the cleaning cycle.,"Hello, the application locked up entirely. We cannot complete the mandatory sterilization process before the next patient arrives.",Error,Critical,In Progress,PumpFreeze,Maternity,2026-03-05 19:00:00,User_053,IT_User_02,IT_User_02,,Similarité Sémantique,TIC-1084,0
TIC-1488,Central dashboard calculates completely incorrect fluid removal target metrics.,"Greetings, the math engine is corrupted. Following these numbers would severely dehydrate our highly vulnerable kidney failure patients.",Network,Critical,Open,FetalDrop,Maternity,2026-03-05 19:30:00,User_011,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-1602,0
TIC-1087,Central fetal monitoring board displays a fatal graphical exception.,"The heart rate tracings are visually scrambled, destroying our ability to monitor the babies for distress. Restart system.",Error,Critical,Open,FetalErr,Maternity,2026-03-02 14:30:00,User_088,IT_User_09,IT_User_09,,Similarité Sémantique,TIC-0986,0
TIC-1089,Birth certificate generation software entirely misspells common baby names.,"The aggressive auto-correct feature changes names to random dictionary words, angering parents and ruining the official legal documents.",Software,Medium,Resolved,NameFix,Maternity,2026-03-02 15:00:00,User_004,IT_User_08,IT_User_08,,Similarité Sémantique,TIC-1492,0
TIC-1091,Digital tissue slide scanner software stitches images together incorrectly.,"The microscopic pictures are misaligned, creating fake cellular structures that confuse the pathologists during their critical cancer diagnoses.",Bug,Critical,In Progress,StitchBug,Pathology,2026-03-02 15:30:00,User_023,IT_User_01,IT_User_01,,Similarité Sémantique,TIC-1298,0
TIC-1093,Chemical fume hood digital airflow sensor screen completely dead.,We cannot visually verify that the toxic formaldehyde fumes are being vented properly. We need a replacement display.,Support,High,Open,FumeScreen,Pathology,2026-03-02 16:00:00,User_015,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-0593,0
TIC-1094,Pathology report database fails to generate signed PDF documents.,The software throws a rendering exception when doctors attempt to finalize their findings for the waiting surgical teams.,Error,Medium,Resolved,PDFGen,Pathology,2026-03-02 16:15:00,User_071,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-0594,0
TIC-1095,Electron microscope workstation loses connection to the storage array.,The massive high resolution image files cannot be saved because the dedicated network attached storage is totally unreachable.,Network,High,Open,MicroStore,Pathology,2026-03-02 16:30:00,User_055,IT_User_02,IT_User_02,,Similarité Sémantique,TIC-1699,0
TIC-1096,Clinic manager denied access to patient billing dispute module.,"Her administrative profile was accidentally downgraded, preventing her from resolving pending financial claims for the entire outpatient department.",Access,Medium,In Progress,BillDeny,Outpatient Clinic,2026-03-02 16:45:00,User_012,IT_User_04,IT_User_04,,Similarité Sémantique,TIC-1301,0
TIC-1097,Appointment reminder system texts patients at three morning hours.,"The timezone logic is broken, causing the automated system to wake up our elderly patients in the night.",Bug,Medium,Open,TextTime,Outpatient Clinic,2026-03-02 17:00:00,User_093,IT_User_09,IT_User_09,,Similarité Sémantique,TIC-1801,0
TIC-1098,Telehealth video conferencing software lacks required end-to-end encryption protocols.,The remote consultations are vulnerable to network packet sniffing. We must enforce strict security standards for these calls.,Security,Critical,Open,TeleSec,Outpatient Clinic,2026-03-02 17:15:00,User_034,IT_User_06,IT_User_06,,Similarité Sémantique,TIC-1185,0
TIC-1100,Electronic prescription gateway returns an external pharmacy routing exception.,Doctors cannot send medication orders to local pharmacies because the national database integration is completely broken right now.,Error,High,Open,RxRoute,Outpatient Clinic,2026-03-02 17:45:00,User_082,IT_User_10,IT_User_10,,Similarité Sémantique,TIC-1303,0
TIC-0517,Intravenous solution compounding software calculates incorrect diluent volumes for pediatric patients.,"The system is telling technicians to add too much sterile water to the active drugs. We caught the error, but the compounding algorithm needs urgent correction.",Software,Critical,In Progress,IVSafe,Pharmacy,2026-02-24 16:00:00,User_099,IT_User_09,IT_User_09,,Similarité Sémantique,TIC-1169,0
TIC-1559,Inventory forecasting database throws a massive SQL error.,"Greetings. The query syntax is broken, preventing the software from calculating our daily supply needs. The application requires immediate code repair.",Bug,High,Open,BladeCount,Pathology,2026-03-06 22:30:00,User_076,IT_User_08,IT_User_08,,Similarité Sémantique,TIC-1067,0
TIC-1562,Dialysis central monitoring dashboard completely loses network connection.,Good morning. The ethernet switch dropped all packets. The nursing desk is entirely blind to the patient blood pressure trends currently.,Security,Critical,In Progress,StentDB,Cardiology,2026-03-06 23:15:00,User_027,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-1081,0
TIC-1563,Expectant father temporary barcode badge denied at doors.,Hi there. The secure perimeter scanners reject the printed passes. Families are unable to access the delivery ward to support mothers.,Error,Critical,Open,CauteryErr,Surgery,2026-03-06 23:30:00,User_051,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-1491,0
TIC-1564,Tissue slide scanning software misaligns the optical stitching.,Greetings. The rendering engine creates fake cellular structures by combining the microscopic images improperly. This destroys the accuracy of cancer diagnoses.,Network,High,Resolved,ScaleWifi,Pharmacy,2026-03-06 23:45:00,User_014,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-1298,0
TIC-1565,Patient portal messaging system routes replies to strangers.,"Hello IT. A doctor answered a private clinical question, but the database sent the response to the wrong user account entirely.",Bug,Critical,Open,DyePump,Radiology,2026-03-07 00:00:00,User_088,IT_User_02,IT_User_02,,Similarité Sémantique,TIC-0498,0
TIC-1534,Overnight sleep study cameras suffer massive network buffering.,Greetings. The video feed is lagging by twenty seconds. We cannot accurately match the physical patient twitches with the electrical brainwaves.,Network,High,In Progress,DockDoor,Stock,2026-03-06 16:15:00,User_082,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-1249,0
TIC-1536,Infant dosage calculator converts pounds to kilograms improperly.,Dear team. The math logic is broken and suggests dangerously low amounts of liquid antibiotics for our heavier pediatric patient cases.,Software,Critical,Resolved,CryoChamber,Physiotherapy,2026-03-06 16:45:00,User_019,IT_User_04,IT_User_04,,Similarité Sémantique,TIC-1656,0
TIC-1541,Wearable joint mobility sensors fail to establish bluetooth.,"Dear IT, the wireless hardware cannot pair with the clinical tablets. Therapists are unable to track the progress of recovering patients.",Software,Critical,Open,BloodWarm,ER,2026-03-06 18:00:00,User_051,IT_User_01,IT_User_01,,Similarité Sémantique,TIC-0978,0
TIC-1543,Newborn registration software auto corrects unique infant names.,Hi there. The application is maliciously changing names into common dictionary words. Parents are furious about the ruined official legal paperwork.,Support,High,Open,SawDisplay,Surgery,2026-03-06 18:30:00,User_088,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-1492,0
TIC-1547,Electrocardiogram reporting module erases physician notes upon saving.,"Good morning. The doctors type their interpretations, but clicking the submit button wipes the text box entirely clean. Data is lost.",Bug,Medium,Open,BandPrint,Admissions,2026-03-06 19:30:00,User_023,IT_User_09,IT_User_09,,Similarité Sémantique,TIC-1147,0
TIC-0733,Warehouse inventory scanners constantly disconnecting from the access points.,The devices lose wifi connection every time a worker walks behind the metal shelving racks. We need repeaters.,Network,High,Open,ScanWifi,Stock,2026-02-26 22:00:00,User_067,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-1274,0
TIC-0704,Visiting physician unable to open the electronic medical records.,Temporary credentials provided to the consulting specialist are returning a permission denied error. They must review the charts.,Access,High,Resolved,EMRView,ICU,2026-02-26 14:45:00,User_023,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-1635,0
TIC-0709,Chemotherapy dosage calculator application rounds numbers down incorrectly today.,The software is dropping the decimal values entirely. This mathematical flaw could lead to severe underdosing of medications.,Bug,Critical,In Progress,DoseCalc,Oncology,2026-02-26 16:00:00,User_093,IT_User_06,IT_User_06,,Similarité Sémantique,TIC-1595,0
TIC-1271,Warehouse inventory database allows anonymous unauthenticated record deletion entirely.,"Hello team, anyone navigating to the internal webpage can erase our supply totals. Lock this down immediately please.",Bug,Medium,In Progress,AlarmSens,Pediatrics,2026-03-04 12:30:00,User_015,IT_User_01,IT_User_01,Security,Similarité Sémantique,TIC-0854,0
TIC-1273,Supply chain auditor denied read access to financial records.,"Greetings, the external accountant needs their temporary profile updated. They must verify our medical inventory valuations today completely.",Security,Critical,Resolved,DietAdmin,Kitchen,2026-03-04 13:00:00,User_055,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-0793,0
TIC-1277,Security camera video server in the basement drops offline completely.,"Hi IT, the ethernet cable was severed. We have zero visual surveillance in the dark underground parking levels.",Software,Critical,Resolved,ShiftTag,Dialysis,2026-03-04 14:00:00,User_067,IT_User_09,IT_User_09,,Similarité Sémantique,TIC-0474,0
TIC-1246,Brain mapping research data folder left completely unprotected today.,"Hello team, anyone on the network can view our highly sensitive clinical trial results. Lock the directory immediately.",Support,Critical,Open,GlassBreak,ICU,2026-03-04 06:15:00,User_062,IT_User_04,IT_User_04,Security,Similarité Sémantique,TIC-1649,0
TIC-0668,Oncology patient scheduling calendar deletes recurring appointments randomly.,Patients arriving for their fifth chemo session find they are entirely missing from our schedule.,Bug,High,Resolved,OncoCal,Oncology,2026-02-26 05:45:00,User_062,IT_User_06,IT_User_06,,Similarité Sémantique,TIC-1752,0
TIC-0600,Electronic prescription gateway completely fails to connect to external community pharmacy networks.,"We cannot send any medication orders out of the clinic today. The external routing servers are completely unreachable, forcing doctors to write everything on paper entirely by hand again.",Network,High,Open,eRxDrop,Outpatient Clinic,2026-02-25 12:45:00,User_082,IT_User_10,IT_User_10,,Similarité Sémantique,TIC-1303,0
TIC-0750,Pediatric ward nursing staff locked out of the medication cabinets.,The biometric fingerprint readers on the cabinets were wiped during a software update. All nurses need re-enrolling today.,Access,Critical,In Progress,BioEnroll,Pediatrics,2026-02-27 02:15:00,User_071,IT_User_10,IT_User_10,,Similarité Sémantique,TIC-0990,0
TIC-0752,Kitchen inventory app denies access to the newly hired chef.,The human resources department forgot to request an active directory account creation for the new dietary staff member.,Access,Medium,Open,ADCreate,Kitchen,2026-02-27 02:45:00,User_012,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-1578,0
TIC-1190,Digital x-ray imaging software inverses the black and white.,"Hello IT, the rendering engine is flipping the contrast completely. Radiologists cannot interpret these distorted bone fracture images accurately.",Error,High,Open,BootFail,Oncology,2026-03-03 16:15:00,User_062,IT_User_10,IT_User_10,,Similarité Sémantique,TIC-1430,0
TIC-1196,Pediatric dosage calculator applies incorrect weight conversion formulas completely.,"Dear IT, the application calculates pounds instead of kilograms. This mathematical flaw could cause severe infant medication overdoses today.",Software,Critical,In Progress,NoteDelete,Physiotherapy,2026-03-03 17:45:00,User_012,IT_User_04,IT_User_04,,Similarité Sémantique,TIC-1656,0
TIC-0584,Dialysis shift scheduling software assigns completely unqualified staff to the complex patients.,The algorithm is completely ignoring the nursing skill level tags in the database. It assigned a brand new trainee to a highly unstable patient alone. Fix the scheduling logic.,Software,Critical,Resolved,ShiftLogic,Dialysis,2026-02-25 08:45:00,User_027,IT_User_07,IT_User_07,,Similarité Sémantique,TIC-1688,0
TIC-0586,Fetal heart rate central monitoring dashboard displays a completely garbled visual interface.,The screen is showing overlapping graphs and unreadable text. The nurses cannot accurately interpret the health of the babies from the main desk. Reinstall the display software drivers immediately.,Bug,High,Open,FetalDash,Maternity,2026-02-25 09:15:00,User_014,IT_User_04,IT_User_04,,Similarité Sémantique,TIC-0986,0
TIC-1203,Epidural medication pump interface ignores the maximum dosage guardrails.,"Dear IT, the software allows lethal flow rates without triggering safety alerts. Take this machine offline immediately for patching.",Security,Critical,Open,WifiGuest,Surgery,2026-03-03 19:30:00,User_088,IT_User_01,IT_User_01,,Similarité Sémantique,TIC-0987,0
TIC-1204,Digital microscope software stitches high resolution images together incorrectly.,"Hello IT, the rendering tool misaligns the cell structures. Pathologists cannot diagnose the cancer biopsies with these distorted pictures.",Support,Medium,Resolved,TubeSync,Pharmacy,2026-03-03 19:45:00,User_023,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-1298,0
TIC-1222,Intravenous mixing software calculates completely wrong pediatric dilutions.,"Dear IT, the math engine is recommending excessive saline. This is a severe clinical risk for infants entirely.",Bug,Critical,Open,DyeCalc,Cardiology,2026-03-04 00:15:00,User_031,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-1169,0
TIC-1086,Newborn hearing screening device battery fails to hold charge.,"The tablet dies instantly when unplugged, making it impossible to perform the mandatory tests quietly at the bedside.",Support,Medium,In Progress,HearBat,Maternity,2026-03-02 14:15:00,User_014,IT_User_04,IT_User_04,,Similarité Sémantique,TIC-0588,0
TIC-1553,Centrifuge electronic safety latch is physically stuck closed.,"Hi there. The spinning cycle ended, but the mechanical lock refuses to release. The separated blood samples are trapped inside entirely.",Error,High,Open,BlendTimer,Kitchen,2026-03-06 21:00:00,User_093,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-0537,0
TIC-1070,Stockroom auditor locked out of the financial valuation module.,"The external accountant needs access to perform the mandatory annual inventory check, but their temporary credentials expired prematurely.",Access,Medium,Open,AuditLock,Stock,2026-03-02 10:15:00,User_042,IT_User_10,IT_User_10,,Similarité Sémantique,TIC-0793,0
TIC-1072,Parking payment kiosk stores credit card numbers in plaintext.,The local log file is capturing highly sensitive financial data unencrypted. This is a severe compliance violation entirely.,Security,Critical,Open,CCLog,Car park,2026-03-02 10:45:00,User_071,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-0673,0
TIC-1080,Aquatic therapy pool digital chemical monitor shows fatal error.,"The system shut down entirely, preventing us from verifying the chlorine levels. We cannot safely use the pool.",Error,High,Open,PoolChem,Physiotherapy,2026-03-02 12:45:00,User_019,IT_User_10,IT_User_10,,Similarité Sémantique,TIC-1201,0
TIC-1082,Shift scheduling algorithm assigns entirely unqualified staff to shifts.,"The application ignored the required certification tags, pairing novice nurses with highly unstable patients. Fix the assignment logic.",Software,High,Open,ShiftBug,Dialysis,2026-03-02 13:15:00,User_008,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-1688,0
TIC-1055,Neonatal incubator central monitoring station drops all wireless telemetry.,We cannot see the premature babies' vital signs from the desk. The dedicated router seems completely dead today.,Network,Critical,Open,NICUNet,Pediatrics,2026-03-02 06:30:00,User_067,IT_User_02,IT_User_02,,Similarité Sémantique,TIC-1494,0
TIC-1557,Hospital directory search function returns completely blank pages.,"Good morning. Typing a physician's name yields zero results. The internal database indexing is entirely corrupted, leaving arriving families totally lost.",Error,High,Open,FistulaScan,Dialysis,2026-03-06 22:00:00,User_049,IT_User_09,IT_User_09,,Similarité Sémantique,TIC-1761,0
TIC-1592,Insurance eligibility API returns totally blank XML responses.,"Good morning. The software integration with the national health database is broken, leaving us unable to verify financial coverage for admissions.",Software,Low,Resolved,SignLoop,Reception,2026-03-07 06:45:00,User_042,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-1033,0
TIC-1593,Laboratory instrument connection bridge drops all network packets.,"Hi there. The hardware translating data from the analyzers to the server is failing, trapping critical blood results on local machines.",Error,High,Open,TrayHeat,Kitchen,2026-03-07 07:00:00,User_015,IT_User_05,IT_User_05,,Similarité Sémantique,TIC-1153,0
TIC-0862,Cardiology patient monitoring telemetry system is vulnerable to spoofing attacks.,We discovered that a rogue device can broadcast fake heart rates to the central station without encryption checks.,Security,Critical,Open,SpoofFix,Cardiology,2026-02-28 06:15:00,User_027,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-1587,0
TIC-0869,Neurology department shared folder permissions accidentally granted to everyone globally.,All staff members can now read highly sensitive clinical trial data regarding dementia patients. Restrict the folder immediately.,Security,Critical,Resolved,FolderLeak,Neurology,2026-02-28 08:00:00,User_023,IT_User_08,IT_User_08,,Similarité Sémantique,TIC-1649,0
TIC-1062,Patient meal ordering system ignores severe peanut allergy warnings.,The software allowed a patient with known anaphylaxis to request a peanut butter sandwich. This bug is lethal.,Software,Critical,Open,AllergyBug,Kitchen,2026-03-02 08:15:00,User_027,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-0461,0
